imgs,pred
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0200_0.jpg,train
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0202_0.jpg,train
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0203_0.jpg,train
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0206_0.jpg,train
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0207_0.jpg,train
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0208_0.jpg,train
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0210_0.jpg,train
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0211_0.jpg,train
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0216_0.jpg,train
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0217_0.jpg,train
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0223_0.jpg,train
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0224_0.jpg,train
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0226_0.jpg,train
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0227_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0001_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0002_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0004_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0010_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0011_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0012_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0014_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0017_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0018_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0020_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0026_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0032_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0034_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0034_1.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0034_2.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0043_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0049_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0053_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0055_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0060_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0061_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0068_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0070_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0072_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0073_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0074_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0079_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0082_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0089_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0092_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0100_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0102_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0103_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0107_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0112_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0131_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0134_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0135_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0137_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0138_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0143_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0143_1.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0143_2.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0149_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0159_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0179_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0179_1.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0180_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0180_1.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0188_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0192_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0201_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0202_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0203_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0209_0.jpg,train
collection_aeroplane_aeroplane_+_rain_OR_rainy_google_0211_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0001_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0002_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0003_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0004_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0007_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0012_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0013_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0019_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0020_1.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0022_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0023_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0029_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0029_1.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0031_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0032_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0032_1.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0033_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0034_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0035_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0035_1.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0035_2.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0035_3.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0036_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0037_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0040_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0044_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0045_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0046_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0048_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0050_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0050_1.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0055_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0060_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0068_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0072_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0075_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0076_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0079_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0089_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0094_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0097_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0101_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0102_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0104_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0106_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0119_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0119_1.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0126_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0129_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0132_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0133_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0148_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0162_5.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0175_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0176_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0184_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0185_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0188_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0195_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0206_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0207_0.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0207_1.jpg,train
collection_aeroplane_aeroplane_+_snow_OR_snowy_google_0220_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0000_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0000_1.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0000_2.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0007_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0007_1.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0007_2.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0007_3.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0007_4.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0007_5.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0008_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0008_1.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0008_2.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0009_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0011_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0012_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0014_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0019_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0020_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0022_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0022_1.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0023_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0023_1.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0023_2.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0023_3.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0023_4.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0024_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0026_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0029_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0030_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0030_1.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0031_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0033_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0040_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0045_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0047_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0051_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0051_1.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0053_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0053_1.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0054_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0063_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0064_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0064_1.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0069_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0070_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0077_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0077_1.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0079_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0081_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0084_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0086_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0086_1.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0097_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0112_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0121_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0125_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0125_1.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0125_2.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0126_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0130_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0135_0.jpg,train
collection_bicycle_bicycle_+_fog_OR_foggy_OR_smog_google_0138_0.jpg,train
